transaction_id,timestamp,card_type,merchant_name,merchant_category,amount_usd,currency,status,country_code,is_international,cardholder_id,cardholder_home_country,cardholder_typical_category,cardholder_avg_spend,_injected_fraud_flags,_run_id,_validated_at,_validation_errors,_validation_warnings,_is_valid
660ebbe7-2fc1-4653-9b87-4e03e3fae2f6,,Platinum,Amazon,Retail,99.0,USD,approved,CA,False,CH-10156,CA,Retail,418.67,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp,,False
59f4dba0-90d4-48b7-8c3e-2f91c225424a,2026-02-11 01:21:23,Platinum,Netflix,Entertainment,-453.39,USD,approved,US,False,CH-10107,US,Fuel,473.62,,325ec2e6,2026-05-12 01:21:23,INVALID_AMOUNT:-453.39,,False
9a9dca37-b73c-4b35-adcd-cef312eb5f59,,Platinum,Whole Foods,Food & Beverage,8.0,USD,approved,GB,False,CH-10153,GB,Technology,44.1,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp,,False
467157ad-92a2-44cd-a046-815febeba5d5,2025-10-13 01:21:23,Platinum,,Fuel,-100.26,USD,approved,US,False,CH-10056,US,Food & Beverage,52.35,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:merchant_name|INVALID_AMOUNT:-100.26,,False
c3bef42c-6959-4878-8ab2-7e389eee8dd8,2025-05-20 01:21:23,Blue Cash,Target,Retail,-445.78,USD,pending,US,False,CH-10198,US,Travel,427.8,,325ec2e6,2026-05-12 01:21:23,INVALID_AMOUNT:-445.78,,False
ff29d231-a5b9-4505-89df-b948dae62a9a,2025-11-06 01:21:23,Gold,McDonald's,Food & Beverage,-284.15,USD,approved,US,False,CH-10058,US,Healthcare,341.11,,325ec2e6,2026-05-12 01:21:23,INVALID_AMOUNT:-284.15,,False
c66270f6-2b6d-4325-b723-d4bbe4101608,2025-09-03 01:21:23,Gold,,Technology,-382.66,USD,approved,US,False,CH-10073,US,Transportation,201.91,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:merchant_name|INVALID_AMOUNT:-382.66,,False
d2997ea4-21f5-4b78-b9aa-077c69359130,2025-06-23 01:21:23,Gold,,Healthcare,264.03,USD,approved,US,False,CH-10058,US,Healthcare,341.11,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:merchant_name,,False
09357b70-e7a5-4753-a193-83c4d26979ff,2026-05-03 01:21:23,Platinum,,Healthcare,-63.45,USD,approved,US,False,CH-10009,US,Fuel,64.52,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:merchant_name|INVALID_AMOUNT:-63.45,,False
891705f9-83ac-49e1-8873-8427388eb8d0,2026-04-03 01:21:23,Gold,McDonald's,Food & Beverage,-38.74,USD,approved,CA,False,CH-10048,CA,Transportation,147.23,,325ec2e6,2026-05-12 01:21:23,INVALID_AMOUNT:-38.74,,False
393ffeb7-559f-4ebd-a118-f7f40a65e61d,2026-05-02 01:21:23,Green,Best Buy,Technology,-109.66,USD,approved,US,False,CH-10092,US,Healthcare,83.58,,325ec2e6,2026-05-12 01:21:23,INVALID_AMOUNT:-109.66,,False
ce0f4ace-00b6-408b-bd02-46229dcdfeb3,2026-02-17 01:21:23,Blue Cash,,Travel,409.69,USD,pending,GB,False,CH-10086,GB,Entertainment,468.66,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:merchant_name,,False
e240bcbe-ec75-4b04-8647-4883cb84b672,2025-09-16 01:21:23,Gold,,Travel,325.45,USD,approved,US,False,CH-10104,US,Transportation,325.81,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:merchant_name,,False
8ad92d78-333b-4487-a0e9-8d1b58a5daaf,,Green,,Technology,195.16,USD,approved,US,False,CH-10126,US,Healthcare,105.71,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp|NULL_FIELD:merchant_name,,False
56f07a4a-f134-43af-a844-049ed6065c33,2025-12-08 01:21:23,Blue Cash,Uber,Transportation,-4625.82,USD,approved,GB,False,CH-10084,GB,Food & Beverage,297.88,HIGH_VALUE_OUTLIER,325ec2e6,2026-05-12 01:21:23,INVALID_AMOUNT:-4625.82,,False
e1d5ebff-5592-4ec8-a2f1-ef1b4ce4e814,2025-12-06 01:21:23,Gold,,Entertainment,-385.7,USD,approved,GB,False,CH-10168,GB,Travel,431.23,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:merchant_name|INVALID_AMOUNT:-385.7,,False
1185294a-49af-4dea-9841-8519691c64e3,2026-01-23 01:21:23,Blue Cash,,Technology,-71.27,USD,approved,CA,False,CH-10138,CA,Transportation,315.45,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:merchant_name|INVALID_AMOUNT:-71.27,,False
e20d85ab-3486-4c01-a95c-a094183117cd,,Green,Walmart,Retail,359.21,USD,approved,CA,False,CH-10013,CA,Fuel,284.98,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp,,False
53986ba1-b608-4119-8edc-5b5874df0f7b,2025-12-26 01:21:23,Platinum,Target,Retail,-120.51,USD,approved,GB,False,CH-10011,GB,Healthcare,407.42,,325ec2e6,2026-05-12 01:21:23,INVALID_AMOUNT:-120.51,,False
7aa90219-9a4e-4922-b801-567dcab67f29,2025-10-12 01:21:23,Green,,Retail,119.86,USD,approved,GB,False,CH-10011,GB,Healthcare,407.42,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:merchant_name,,False
7af1cada-97f5-4201-bdcf-9df0ef0af1c1,2025-12-19 01:21:23,Green,,Transportation,-1012.9,USD,approved,US,False,CH-10092,US,Healthcare,83.58,HIGH_VALUE_OUTLIER,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:merchant_name|INVALID_AMOUNT:-1012.9,,False
cf14b742-27f9-4919-a16c-2cf21a7a0391,2026-02-04 01:21:23,Green,,Food & Beverage,662.04,USD,approved,GB,False,CH-10096,GB,Travel,340.57,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:merchant_name,,False
ed853845-e603-481f-aa46-a6ff2d51ab6f,,Green,Delta Airlines,Travel,582.33,USD,approved,GB,False,CH-10168,GB,Travel,431.23,VELOCITY,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp,,False
4b67b499-11bf-4fce-b49a-427e0210ad2f,2025-12-10 01:22:32,Green,Target,Retail,-17.34,USD,approved,CA,False,CH-10141,CA,Entertainment,243.19,VELOCITY,325ec2e6,2026-05-12 01:21:23,INVALID_AMOUNT:-17.34,,False
496c4695-46ae-4c18-9d64-9be837ab72d6,,Blue Cash,Walmart,Retail,-326.99,USD,approved,US,False,CH-10023,US,Food & Beverage,414.47,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp|INVALID_AMOUNT:-326.99,,False
e19cbe36-28da-418b-8eb0-98c024bf9337,,Gold,Uber,Transportation,-349.78,USD,approved,US,False,CH-10123,US,Healthcare,188.55,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp|INVALID_AMOUNT:-349.78,,False
1312f647-3c3a-467a-a833-0a7a60917d58,2026-04-15 01:21:23,Blue Cash,Whole Foods,Food & Beverage,-234.58,USD,approved,US,False,CH-10101,US,Healthcare,262.6,,325ec2e6,2026-05-12 01:21:23,INVALID_AMOUNT:-234.58,,False
d6e5bf8e-67a1-4bb5-8b83-4fb37f379132,2025-12-13 01:21:23,Green,Spotify,Entertainment,-407.15,USD,approved,US,False,CH-10104,US,Transportation,325.81,,325ec2e6,2026-05-12 01:21:23,INVALID_AMOUNT:-407.15,,False
9164af13-6073-4c2a-ad19-f4dc9f256960,,Blue Cash,,Healthcare,423.55,USD,approved,CA,False,CH-10141,CA,Entertainment,243.19,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp|NULL_FIELD:merchant_name,,False
3f680b64-f5c8-4ac3-a85a-a83c98d67ae7,,Green,Whole Foods,Food & Beverage,-194.63,USD,approved,CA,False,CH-10128,CA,Entertainment,369.7,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp|INVALID_AMOUNT:-194.63,,False
d1b1155e-a59c-4839-a92b-0206b6a72f2f,2025-12-04 01:21:23,Blue Cash,Target,Retail,-163.17,USD,approved,US,False,CH-10167,US,Retail,206.95,,325ec2e6,2026-05-12 01:21:23,INVALID_AMOUNT:-163.17,,False
90430a77-92a3-4830-8826-c1408e00c7fa,,Green,,Travel,127.94,USD,approved,US,False,CH-10001,US,Food & Beverage,86.98,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp|NULL_FIELD:merchant_name,,False
6b0f2bf8-7111-4dca-9b31-087611de9926,,Green,,Retail,598.39,USD,approved,US,False,CH-10093,US,Fuel,442.05,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp|NULL_FIELD:merchant_name,,False
5c756428-dca1-4782-a981-0b9ff32e1235,2025-07-06 01:21:23,Gold,Whole Foods,Food & Beverage,-166.94,USD,approved,US,False,CH-10183,US,Entertainment,127.63,,325ec2e6,2026-05-12 01:21:23,INVALID_AMOUNT:-166.94,,False
34bfe52a-6c0a-42aa-b438-d387968bb2a2,,Blue Cash,Whole Foods,Food & Beverage,-467.75,USD,declined,US,False,CH-10116,US,Retail,405.07,VELOCITY,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp|INVALID_AMOUNT:-467.75,,False
5e284aab-1db8-4101-88d2-6e7608cd0c74,,Platinum,Shell Gas,Fuel,-492.11,USD,approved,GB,False,CH-10149,GB,Food & Beverage,364.81,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp|INVALID_AMOUNT:-492.11,,False
6eab759b-3616-44dc-ab6f-4f74be73d553,2025-11-19 01:21:23,Gold,,Retail,709.69,USD,declined,US,False,CH-10116,US,Retail,405.07,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:merchant_name,,False
546a7a38-731a-4581-9018-f8c51c68cac6,2025-12-02 01:21:23,Blue Cash,Whole Foods,Food & Beverage,-129.85,USD,approved,US,False,CH-10083,US,Retail,77.55,,325ec2e6,2026-05-12 01:21:23,INVALID_AMOUNT:-129.85,,False
280fe5e0-5c82-470c-8ebe-3c721d2da0c3,,Green,,Technology,194.19,USD,approved,CA,False,CH-10048,CA,Transportation,147.23,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp|NULL_FIELD:merchant_name,,False
4486932f-76a7-444c-af5d-98e3cbd8c42c,,Platinum,,Entertainment,923.21,USD,approved,US,False,CH-10077,US,Food & Beverage,484.98,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp|NULL_FIELD:merchant_name,,False
6c17479f-0b03-417a-8880-b106b3dac4e3,2026-04-30 01:21:23,Blue Cash,Apple Store,Technology,-239.83,USD,approved,US,False,CH-10105,US,Transportation,375.79,,325ec2e6,2026-05-12 01:21:23,INVALID_AMOUNT:-239.83,,False
a4cbc714-4690-4995-95c3-867069a74d6d,,Platinum,,Food & Beverage,218.12,USD,approved,GB,False,CH-10036,GB,Healthcare,388.93,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp|NULL_FIELD:merchant_name,,False
1b50a16f-6d65-404b-9dc0-d6a2947773c6,,Platinum,Apple Store,Technology,-250.14,USD,approved,GB,False,CH-10049,GB,Retail,482.89,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp|INVALID_AMOUNT:-250.14,,False
c4f82853-e694-48b7-8164-08b9c4ad9bf1,,Gold,Delta Airlines,Travel,353.25,USD,approved,US,False,CH-10073,US,Transportation,201.91,,325ec2e6,2026-05-12 01:21:23,NULL_FIELD:timestamp,,False
